Gender,Age_range,Status,Top3_smartphone_activities,Frequent_apps,Daily_usage_duration,Smartphone_importance,Current_brand,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Monthly_income,Occupation
LGBTQ+,46-55,Working,"Watch movies, Play games, Take photos","Instagram, YouTube, TikTok",>5 hours,Somewhat important,Other,Brand,3,Difficult to compare prices,Less than 15000,Student
Female,26-32,Student,"Play games, Take photos/videos, Social media","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",0-1 hours,Somewhat important,Apple,Camera,3,Product is too expensive,Less than 15000,Artist
Male,60+,Single,"Take photos/videos, Watch movies/Listen to music, Online shopping","Facebook, Facebook Messenger, Spotify, TikTok",3-5 hours,Somewhat important,Realme 7 5G,Camera,2,Cannot try product before buying,Less than 15000,Civil servant
Male,33-40,Working,"Online meetings, Schedule management, Email","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",5-6 hours,Essential,Oppo,Stability,4,Payment security concerns,50001-100000,Office worker
Female,56+,Married,"Watch movies/listen to music, Play games, Take photos",WhatsApp,3-5 hours,Not necessary,Vivo,Features,4,Uncertainty about after-sales service,15001-20000,Content creator
Female,46-55,Student,"Watch movies/listen to music, Play games","Facebook, YouTube, Facebook Messenger, Spotify",5-6 hours,Essential,Other,Value for money,4,Blurry camera,Less than 15000,Office worker
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Male,46-55,Married,"Read news, Check stocks, Finance",LINE,0-1 hours,Not important,Huawei,Camera,1,Device overheats,Less than 15000,Online seller
Male,18-25,Student,"TikTok, Livestream, Search information","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",3-5 hours,Highly essential,Oppo,Brand,3,Issues with delivery,100001-150000,Freelancer
LGBTQ+,26-32,Student,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",0-1 hours,Somewhat important,Infinix,Brand,3,Difficult return process,Less than 15000,Logistics staff
LGBTQ+,33-40,Single,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not necessary,Redmi,Battery,4,Dead pixels on screen,Less than 15000,Delivery staff
Male,36-45,Married,"Take photos/videos, Watch movies/Listen to music, Online shopping","Instagram, Facebook, Facebook Messenger, TikTok, LINE",3-5 hours,Not important,Realme 7 5G,Reliability,5,Payment issues,Less than 15000,Content creator
Female,26-35,Married,"Play games, Take photos/videos, Cloud apps","Facebook, TikTok, Line",1-3 hours,Not important,Oppo,Product reviews,4,Concerns about after-sales service,100001-150000,Manager
Male,18-25,Married,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Facebook Messenger",1-3 hours,Somewhat important,Huawei,Ecosystem,3,Payment issues,20001-30000,Online seller
LGBTQ+,46-55,Married,"Take photos/videos, Watch movies/Listen to music, Online shopping",Google Maps,>5 hours,Not necessary,Vivo,Ecosystem,4,Difficult to compare prices,15001-20000,Student
Male,36-45,Single,"Play games, Streaming, Take photos/videos","Facebook, YouTube, Facebook Messenger, TikTok",3-5 hours,Essential,Oppo,Value for money,5,Outdated system,Less than 15000,Student
Female,46-55,Married,"GPS navigation, Check car condition, Listen to podcasts",Facebook Messenger,5-6 hours,Essential,Vivo,Camera,1,Concerns about after-sales service,Less than 15000,Civil servant
Female,33-40,Single,"Communication/meetings, Social media","Instagram, YouTube, TikTok",>5 hours,Somewhat important,Samsung,Performance,4,Product quality doesn't match ads,50001-100000,Artist
Female,26-32,Student,"Cloud apps, Communication/meetings, Social media","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",1-3 hours,Highly essential,Apple,Product features,4,Product is too expensive,20001-30000,Factory worker
LGBTQ+,33-40,Single,"Watch movies/listen to music, Play games, Communication/meetings","Instagram, YouTube, TikTok",5-6 hours,Not important,Xiaomi,Battery,4,No problems,Less than 15000,Freelancer
LGBTQ+,56+,Married,"GPS navigation, Check car condition, Listen to podcasts","Instagram, Facebook, Facebook Messenger, TikTok",>5 hours,Not important,Realme 7 5G,Stability,2,Product quality doesn't match ads,Less than 15000,Office worker
Male,18-25,Single,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, Facebook, YouTube, Facebook Messenger, Telegram",1-3 hours,Essential,Realme 7 5G,Product features,3,Concerns about payment security,Less than 15000,Student
LGBTQ+,26-32,Married,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",>5 hours,Highly essential,Other,Brand,1,Device overheats,Less than 15000,Housewife
Female,33-40,Married,"Watch movies, Listen to music, Take photos",Shopee,5-6 hours,Not necessary,Redmi,Value for money,1,Concerns about payment security,Less than 15000,Manager
Female,18-25,Married,"Email, , Finance","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Not necessary,Infinix,Price,3,No problems,Less than 15000,Online seller
Female,60+,Single,"Read news, Check stocks, Finance","Facebook, Facebook Messenger, Line",5-6 hours,Not necessary,Realme,Product reviews,5,Payment security concerns,15001-20000,Business owner
Male,46-55,Student,"Watch movies, Take photos, Listen to music",Facebook,>5 hours,Not necessary,Apple,Price,3,Product is too expensive,Less than 15000,Delivery staff
Female,36-45,Married,"Take photos, Listen to music, Social media",CapCut,0-1 hours,Not important,Apple,Ecosystem,2,Insufficient storage,50001-100000,Delivery staff
Female,36-45,Student,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Spotify, TikTok",0-1 hours,Not important,Oppo,Durability,3,Device overheats,30001-50000,Investor
LGBTQ+,36-45,Single,"Communication/meetings, Social media","Instagram, Spotify, TikTok",>5 hours,Somewhat important,Redmi,Stability,4,Limited warranty coverage,Less than 15000,Investor
LGBTQ+,26-35,Married,"GPS navigation, Check car condition, Listen to podcasts","Instagram, YouTube, TikTok",5-6 hours,Not necessary,Realme 7 5G,Price,3,Uncertainty about warranty,Less than 15000,Civil servant
Male,18-25,Single,"Watch movies/listen to music, Play games, Social media",Facebook,>5 hours,Highly essential,Redmi,Price,5,Issues with delivery,Less than 15000,Student
LGBTQ+,26-35,Working,"GPS navigation, Check car condition, Listen to podcasts","Instagram, Facebook, Facebook Messenger, TikTok, LINE",>5 hours,Somewhat important,Realme,Design,3,Delivery delays,20001-30000,Manager
LGBTQ+,46-55,Student,"Play games, Take photos/videos","Facebook, TikTok, Line",5-6 hours,Not necessary,Realme 7 5G,Battery,5,Difficult return process,Less than 15000,Private company employee
LGBTQ+,18-25,Working,Watch movies/listen to music,Discord,5-6 hours,Not important,Realme,Sensor quality,2,Difficult to compare prices,Less than 15000,Content creator
LGBTQ+,60+,Married,"Art photography, Video editing, Upload stories",Facebook,1-3 hours,Essential,Realme 7 5G,Sensor quality,4,Payment security concerns,Less than 15000,Business owner
Female,46-55,Working,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, Telegram",5-6 hours,Somewhat important,Vivo,Durability,1,Uncertainty about warranty,Less than 15000,Logistics staff
LGBTQ+,18-25,Married,"Watch movies/listen to music, Play games, Cloud apps",WhatsApp,1-3 hours,Essential,Other,Design,1,Device overheats,Less than 15000,Student
Male,60+,Working,Play games,"Instagram, YouTube, Spotify, Telegram",0-1 hours,Highly essential,Vivo,Design,5,Difficult return process,20001-30000,Civil servant
Female,26-32,Single,"Watch movies/listen to music, Play games","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",0-1 hours,Highly essential,Xiaomi,Simplicity,2,Blurry camera,15001-20000,Factory worker
Male,26-35,Student,"Watch movies/listen to music, Take photos/videos, Social media","Facebook, YouTube, Facebook Messenger, TikTok",>5 hours,Highly essential,Other,Performance,3,Blurry camera,Less than 15000,Investor
LGBTQ+,56+,Single,"Play games, Watch movies, Take photos","Instagram, Facebook, Facebook Messenger, TikTok, LINE",0-1 hours,Not important,Vivo,Design,5,Device overheats,15001-20000,Student
Female,26-35,Single,"Play games, Watch movies, Take photos",Shopee,3-5 hours,Highly essential,Oppo,Camera,1,Insufficient storage,100001-150000,Business owner
Male,36-45,Working,"Watch movies/listen to music, Play games, Cloud apps",Facebook,0-1 hours,Not necessary,Infinix,Battery,1,Concerns about payment security,Less than 15000,Employee
Male,33-40,Working,"Watch movies/listen to music, Play games, Take photos/videos","Facebook, Facebook Messenger, Spotify, TikTok",5-6 hours,Highly essential,Apple,Ecosystem,5,System crashes frequently,Less than 15000,Retired
Female,26-35,Married,"Communication, Take photos, Social media","Facebook, TikTok, Line",0-1 hours,Not important,Huawei,Ecosystem,4,Insufficient storage,Less than 15000,Retired
LGBTQ+,18-25,Married,"Play games, Streaming, Take photos/videos",TikTok,1-3 hours,Not necessary,Infinix,Brand,2,Payment security concerns,Less than 15000,Housewife
LGBTQ+,26-35,Single,"Watch movies, Take photos, Listen to music",TikTok,0-1 hours,Somewhat important,Vivo,Product features,5,Unable to inspect product,15001-20000,Civil servant
Male,26-32,Married,"Streaming, Take photos/videos, Edit video",SET,1-3 hours,Highly essential,Calculator,Features,1,Unable to inspect product,15001-20000,Artist
Female,18-25,Working,"Email, , Finance","Instagram, Facebook, YouTube, Facebook Messenger, Telegram",3-5 hours,Not important,Xiaomi,Camera,5,Product is too expensive,Less than 15000,Business owner
Male,18-25,Single,"Watch movies/listen to music, Play games, Social media",Facebook,>5 hours,Highly essential,Redmi,Price,5,Issues with delivery,Less than 15000,Student
Female,26-35,Working,"Communication, Take photos, Social media",Instagram,1-3 hours,Essential,Other,Price,3,After-sales service issues,15001-20000,Employee
Female,33-40,Working,"Read news, Check stocks, Finance","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",3-5 hours,Not important,Redmi,Battery,2,Device overheats,Less than 15000,Retired
Female,46-55,Student,"Play games, Take photos, Watch movies","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Not necessary,Other,Camera,3,Uncertainty about after-sales service,Less than 15000,Logistics staff
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
LGBTQ+,36-45,Student,"TikTok, Livestream, Search information","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",5-6 hours,Somewhat important,Realme 7 5G,Simplicity,1,Product quality doesn't match ads,Less than 15000,Business owner
Male,26-35,Student,"Play games, Streaming, Take photos/videos",SET,>5 hours,Essential,Realme 7 5G,Sensor quality,1,Complex payment process,Less than 15000,Business owner
Male,60+,Working,"Watch movies, Take photos, Listen to music","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",1-3 hours,Highly essential,Samsung,Battery,4,Unable to inspect product,Less than 15000,Factory worker
LGBTQ+,26-32,Working,"Streaming, Take photos/videos, Edit video","YouTube, TikTok",1-3 hours,Not necessary,Realme 7 5G,Product features,5,Difficult return process,Less than 15000,Freelancer
LGBTQ+,60+,Single,"Play games, Take photos, Watch movies",Discord,5-6 hours,Not necessary,Realme 7 5G,Durability,2,Blurry camera,Less than 15000,Freelancer
LGBTQ+,36-45,Single,"Communication/meetings, Social media","Instagram, Spotify, TikTok",>5 hours,Somewhat important,Redmi,Stability,4,Limited warranty coverage,Less than 15000,Investor
Female,60+,Working,"TikTok, Livestream, Search information","Instagram, Facebook Messenger, TikTok",0-1 hours,Not necessary,Samsung,Value for money,2,Concerns about safety,Less than 15000,Civil servant
LGBTQ+,33-40,Single,"/, Email, Finance",VSCO,1-3 hours,Somewhat important,Xiaomi,Stability,5,Payment security concerns,15001-20000,Student
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Female,56+,Single,"Watch movies/listen to music, Communication/meetings, Social media",Shopee,1-3 hours,Highly essential,Infinix,Ecosystem,5,Product is too expensive,Less than 15000,Delivery staff
Male,46-55,Married,"Read news, Check stocks, Finance",LINE,0-1 hours,Not important,Huawei,Camera,1,Device overheats,Less than 15000,Online seller
Female,56+,Single,"Watch movies/listen to music, Play games, Take photos/videos",YouTube,>5 hours,Highly essential,Oppo,Camera,2,No problems,100001-150000,Business owner
Female,33-40,Working,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, Telegram",1-3 hours,Somewhat important,Huawei,Features,1,Insufficient storage,20001-30000,Freelancer
Male,33-40,Working,"Watch movies/listen to music, Take photos/videos","Instagram, Facebook, Facebook Messenger, TikTok, LINE",5-6 hours,Essential,Apple,Product reviews,2,System crashes frequently,Less than 15000,Manager
LGBTQ+,26-35,Single,"Chat with family, Read e-books, Listen to radio","Facebook, Facebook Messenger, Spotify",3-5 hours,Essential,Infinix,Value for money,5,Insufficient storage,Less than 15000,Delivery staff
Female,56+,Working,"Watch movies, Play games, Take photos","Facebook, YouTube, Facebook Messenger",5-6 hours,Not important,Oppo,Value for money,4,Concerns about warranty,15001-20000,Investor
Female,26-32,Student,"Watch movies/listen to music, Play games, Social media",TikTok,1-3 hours,Somewhat important,Apple,Camera,2,Concerns about after-sales service,Less than 15000,Housewife
Female,60+,Student,"Watch movies/listen to music, Play games, Cloud apps",SET,0-1 hours,Not necessary,Samsung,Reliability,3,Concerns about safety,30001-50000,Retired
LGBTQ+,18-25,Working,"GPS navigation, Check car condition, Listen to podcasts","Instagram, Facebook, YouTube, Spotify, TikTok",0-1 hours,Highly essential,Oppo,Product reviews,4,Uncertainty about after-sales service,30001-50000,Logistics staff
LGBTQ+,36-45,Working,"Product photography, Edit reviews, Online marketplace",WhatsApp,5-6 hours,Essential,Xiaomi,Features,5,Payment issues,Less than 15000,Delivery staff
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
Male,26-32,Married,"Streaming, Take photos/videos, Edit video",SET,1-3 hours,Highly essential,Calculator,Features,1,Unable to inspect product,15001-20000,Artist
Male,26-32,Married,"Streaming, Take photos/videos, Edit video",SET,1-3 hours,Highly essential,Calculator,Features,1,Unable to inspect product,15001-20000,Artist
Female,18-25,Working,"Watch movies/listen to music, Take photos/videos",Instagram,3-5 hours,Not necessary,Huawei,Value for money,2,Uncertainty about warranty,Less than 15000,Logistics staff
LGBTQ+,46-55,Single,"TikTok, Livestream, Search information","YouTube, TikTok",>5 hours,Somewhat important,Oppo,Product features,3,Warranty or service concerns,Less than 15000,Retired
LGBTQ+,60+,Married,"Streaming, Take photos/videos, Edit video","Instagram, Facebook, TikTok",5-6 hours,Highly essential,Other,Product reviews,4,Insufficient storage,Less than 15000,Artist
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
Female,60+,Married,"Art photography, Video editing, Upload stories","Facebook, YouTube, Facebook Messenger, TikTok",1-3 hours,Somewhat important,Xiaomi,Performance,3,Outdated system,25001-35000,Student
Male,26-35,Married,"Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger",0-1 hours,Essential,Samsung,Stability,3,System crashes frequently,30001-50000,Student
LGBTQ+,60+,Student,"Play games, Take photos/videos, Cloud apps",Shopee,>5 hours,Not necessary,Huawei,Design,3,Outdated system,20001-30000,Housewife
Male,56+,Married,"Track delivery, Customer chat, Email","Instagram, Facebook Messenger, TikTok",0-1 hours,Not important,Realme 7 5G,Durability,2,Limited warranty coverage,Less than 15000,Civil servant
Male,26-32,Working,"Social media, Take photos/videos, Watch movies/Listen to music","Facebook, Facebook Messenger, Spotify",0-1 hours,Not important,Samsung,Sensor quality,3,Dead pixels on screen,30001-50000,Online seller
Female,33-40,Married,"Watch movies/listen to music, Play games",LINE,0-1 hours,Essential,Realme,Value for money,3,Payment security concerns,20001-30000,Manager
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Male,26-32,Married,"Streaming, Take photos/videos, Edit video",SET,1-3 hours,Highly essential,Calculator,Features,1,Unable to inspect product,15001-20000,Artist
Female,46-55,Student,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Somewhat important,Infinix,Camera,5,Delivery delays,Less than 15000,Online seller
Female,26-32,Working,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X",1-3 hours,Not necessary,Samsung,Battery,3,Complex payment process,30001-50000,Artist
Female,60+,Working,"Social media, Take photos/videos, Watch movies/Listen to music","Instagram, Spotify, TikTok",>5 hours,Not important,Realme 7 5G,Performance,1,Difficult to compare prices,Less than 15000,Content creator
Male,36-45,Working,"Chat with family, Read e-books, Listen to radio","Facebook, YouTube, Facebook Messenger",5-6 hours,Not important,Huawei,Product features,4,Delivery delays,20001-30000,Employee
Female,33-40,Student,"Play games, Streaming, Take photos/videos","Instagram, Spotify, TikTok",1-3 hours,Essential,Samsung,Stability,4,Unable to inspect product,Less than 15000,Investor
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
LGBTQ+,56+,Married,"GPS navigation, Check car condition, Listen to podcasts","Instagram, Facebook, Facebook Messenger, TikTok",>5 hours,Not important,Realme 7 5G,Stability,2,Product quality doesn't match ads,Less than 15000,Office worker
Female,46-55,Single,"Product photography, Edit reviews, Online marketplace","Facebook, YouTube, Facebook Messenger, TikTok",3-5 hours,Essential,Realme,Product features,5,Concerns about payment security,Less than 15000,Business owner
Male,60+,Single,"Watch movies/listen to music, Take photos/videos, Social media","Instagram, YouTube, Spotify, TikTok",>5 hours,Not necessary,Vivo,Camera,3,Uncertainty about warranty,Less than 15000,Logistics staff
Male,26-35,Student,"Play games, Streaming, Take photos/videos",SET,>5 hours,Essential,Realme 7 5G,Sensor quality,1,Complex payment process,Less than 15000,Business owner
Female,36-45,Working,Watch movies/listen to music,"Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Highly essential,Vivo,Sensor quality,2,Concerns about warranty,Less than 15000,Student
LGBTQ+,36-45,Married,"Email, , Finance","Facebook, Facebook Messenger, Spotify",5-6 hours,Not important,Huawei,Product reviews,2,Payment issues,Less than 15000,Manager
Male,56+,Married,"Watch movies, Take photos, Listen to music",Microsoft Teams,1-3 hours,Essential,Huawei,Stability,5,Blurry camera,Less than 15000,Private company employee
LGBTQ+,56+,Student,"Play games, Watch movies, Take photos",Facebook Messenger,0-1 hours,Not necessary,Huawei,Product reviews,2,Insufficient storage,Less than 15000,Online seller
Male,56+,Student,"Watch movies/listen to music, Play games, Cloud apps","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X",0-1 hours,Not necessary,Redmi,Product features,4,Concerns about payment security,Less than 15000,Freelancer
Female,26-32,Working,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, Facebook, YouTube, TikTok",1-3 hours,Not necessary,Realme,Value for money,1,Complex payment process,Less than 15000,Manager
Male,36-45,Married,"GPS navigation, Check car condition, Listen to podcasts",Google Maps,1-3 hours,Essential,Samsung,Durability,4,Dead pixels on screen,50001-100000,Delivery staff
LGBTQ+,18-25,Working,"Take photos, Listen to music, Social media",Telegram,5-6 hours,Not necessary,Apple,Reliability,1,Cannot try product before buying,Less than 15000,Student
LGBTQ+,33-40,Student,"Play games, Take photos/videos, Cloud apps","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",0-1 hours,Not important,Other,Price,2,Dead pixels on screen,Less than 15000,Office worker
LGBTQ+,18-25,Student,"Watch movies/listen to music, Take photos/videos",Shopee,3-5 hours,Somewhat important,Redmi,Price,1,Product is too expensive,Less than 15000,Private company employee
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
Female,36-45,Married,"Cloud apps, Communication/meetings, Social media","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Somewhat important,Other,Design,2,Warranty or service concerns,Less than 15000,Artist
Female,46-55,Student,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Somewhat important,Infinix,Camera,5,Delivery delays,Less than 15000,Online seller
LGBTQ+,26-35,Single,"Watch movies, Listen to music, Take photos","Facebook, Facebook Messenger, Spotify",3-5 hours,Somewhat important,Huawei,Performance,5,Payment security concerns,Less than 15000,Retired
Male,56+,Working,"Play games, Take photos/videos, Cloud apps","Facebook, YouTube",1-3 hours,Highly essential,Xiaomi,Design,2,Complex payment process,Less than 15000,Student
Female,26-35,Single,"Watch movies, Take photos, Listen to music",Facebook,1-3 hours,Essential,Xiaomi,Product features,2,Uncertainty about warranty,15001-20000,Office worker
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
LGBTQ+,60+,Single,Play games,"Instagram, Facebook, YouTube, Facebook Messenger",3-5 hours,Essential,Other,Price,4,Concerns about safety,Less than 15000,Manager
LGBTQ+,26-32,Single,"Online meetings, Schedule management, Email","Facebook, YouTube",0-1 hours,Not necessary,Other,Battery,5,Difficult return process,Less than 15000,Private company employee
Female,60+,Single,"Communication, Take photos, Social media","Instagram, Facebook, Facebook Messenger, TikTok",0-1 hours,Essential,Apple,Value for money,3,Concerns about warranty,Less than 15000,Business owner
Female,18-25,Single,"Watch movies/listen to music, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Vivo,Value for money,1,Unable to inspect product,Less than 15000,Employee
Female,36-45,Student,"Product photography, Edit reviews, Online marketplace",Instagram,0-1 hours,Not important,Oppo,Brand,1,Concerns about payment security,15001-20000,Private company employee
Male,33-40,Single,"Watch movies/listen to music, Communication/meetings, Social media","YouTube, Facebook Messenger, Discord, Wise",1-3 hours,Not necessary,Vivo,Camera,5,Difficult to compare prices,20001-30000,Business owner
LGBTQ+,33-40,Married,"Watch movies/listen to music, Play games, Social media","Instagram, Spotify, TikTok",1-3 hours,Not necessary,Realme,Battery,3,Difficult to compare prices,15001-20000,Delivery staff
Female,56+,Single,"Social media, Take photos/videos, Watch movies/Listen to music","Instagram, Facebook, Facebook Messenger, TikTok",1-3 hours,Not important,Huawei,Battery,1,System crashes frequently,20001-30000,Office worker
Male,26-32,Married,"Streaming, Take photos/videos, Edit video",SET,1-3 hours,Highly essential,Calculator,Features,1,Unable to inspect product,15001-20000,Artist
Male,26-35,Married,"Watch movies/listen to music, Social media","Instagram, YouTube, TikTok",1-3 hours,Highly essential,Vivo,Value for money,5,Device overheats,15001-20000,Manager
Female,26-35,Student,"Play esports, Stream games, Community chat","Facebook, YouTube",5-6 hours,Not necessary,Xiaomi,Brand,2,Limited warranty coverage,15001-20000,Student
Female,26-35,Working,"Read news, Check stocks, Finance","Instagram, Facebook, YouTube",5-6 hours,Not important,Realme 7 5G,Reliability,5,Payment issues,Less than 15000,Artist
Male,18-25,Single,"Watch movies/listen to music, Play games, Social media",Facebook,>5 hours,Highly essential,Redmi,Price,5,Issues with delivery,Less than 15000,Student
Female,26-35,Married,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",1-3 hours,Not necessary,Xiaomi,Ecosystem,5,Uncertainty about warranty,15001-20000,Manager
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
Female,36-45,Working,"Streaming, Take photos/videos, Edit video","Instagram, Spotify, TikTok",0-1 hours,Not necessary,Other,Ecosystem,2,No problems,Less than 15000,Content creator
LGBTQ+,18-25,Married,"Play esports, Stream games, Community chat","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",1-3 hours,Essential,Vivo,Simplicity,1,Limited warranty coverage,Less than 15000,Investor
LGBTQ+,36-45,Married,"Online shopping, Track delivery, Customer chat","Facebook, TikTok, Line",>5 hours,Highly essential,Oppo,Features,5,Blurry camera,15001-20000,Delivery staff
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Female,36-45,Student,"Streaming, Take photos/videos, Edit video","Instagram, Facebook, YouTube, Facebook Messenger, TikTok",1-3 hours,Essential,Realme,Features,1,Cannot try product before buying,15001-20000,Artist
Male,60+,Student,"Product photography, Edit reviews, Online marketplace","Instagram, Facebook, Facebook Messenger, TikTok",0-1 hours,Essential,Huawei,Ecosystem,5,Concerns about safety,20001-30000,Civil servant
LGBTQ+,26-32,Married,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",0-1 hours,Highly essential,Samsung,Performance,4,Payment security concerns,Less than 15000,Factory worker
LGBTQ+,46-55,Married,"Watch movies/listen to music, Play games, Social media","Instagram, YouTube, Spotify, Telegram",3-5 hours,Not important,Samsung,Product reviews,2,Payment security concerns,Less than 15000,Factory worker
Male,26-32,Married,"Streaming, Take photos/videos, Edit video",SET,1-3 hours,Highly essential,Calculator,Features,1,Unable to inspect product,15001-20000,Artist
LGBTQ+,26-35,Single,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, YouTube, Spotify, Telegram",0-1 hours,Not important,Samsung,Brand,3,Device overheats,30001-50000,Online seller
LGBTQ+,18-25,Single,"Online meetings, Schedule management, Email","Instagram, YouTube, Spotify, TikTok",5-6 hours,Essential,Realme 7 5G,Durability,2,Limited warranty coverage,Less than 15000,Private company employee
Female,60+,Single,"Online meetings, Schedule management, Email",Google Maps,5-6 hours,Not necessary,Realme 7 5G,Simplicity,3,Difficult to compare prices,Less than 15000,Factory worker
Male,60+,Married,"Watch movies, Take photos, Listen to music",SET,0-1 hours,Highly essential,Other,Product reviews,3,Delivery delays,15001-20000,Artist
Female,18-25,Married,"Email, , Finance","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Not necessary,Infinix,Price,3,No problems,Less than 15000,Online seller
Female,26-35,Married,"Social media, Take photos/videos, Watch movies/Listen to music","YouTube, Facebook Messenger, Discord, Wise",1-3 hours,Not necessary,Apple,Sensor quality,5,Complex payment process,Less than 15000,Retired
Female,33-40,Working,"Watch movies/listen to music, Take photos/videos, Communication/meetings",WhatsApp,5-6 hours,Not important,Vivo,Stability,1,After-sales service issues,20001-30000,Business owner
LGBTQ+,60+,Working,"Product photography, Edit reviews, Online marketplace",CapCut,0-1 hours,Somewhat important,Xiaomi,Simplicity,2,Dead pixels on screen,Less than 15000,Employee
Female,33-40,Married,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Facebook, YouTube, Facebook Messenger, TikTok",>5 hours,Highly essential,Huawei,Product features,4,Unable to inspect product,20001-30000,Private company employee
