@RELATION smartphone

@ATTRIBUTE Gender {Female, LGBTQ+, Male}
@ATTRIBUTE Age_range {18-25, 26-32, 26-35, 33-40, 36-45, 46-55, 56+, 60+}
@ATTRIBUTE Status {Married, Single, Student, Working}
@ATTRIBUTE Top3_smartphone_activities {'/, Email, Finance', 'Art photography, Video editing, Upload stories', 'Chat with family, Read e-books, Listen to radio', 'Cloud apps, Communication/meetings, Social media', 'Communication, Take photos, Social media', 'Communication/meetings, Social media', 'Email, , Finance', 'GPS navigation, Check car condition, Listen to podcasts', 'Online meetings, Schedule management, Email', 'Online shopping, Social media, Finance', 'Online shopping, Track delivery, Customer chat', 'Play esports, Stream games, Community chat', 'Play games', 'Play games, Streaming, Social media', 'Play games, Streaming, Take photos/videos', 'Play games, Take photos, Watch movies', 'Play games, Take photos/videos', 'Play games, Take photos/videos, Cloud apps', 'Play games, Take photos/videos, Social media', 'Play games, Watch movies, Take photos', 'Product photography, Edit reviews, Online marketplace', 'Read news, Check stocks, Finance', 'Social media, Take photos/videos, Watch movies/Listen to music', 'Streaming, Take photos/videos, Edit video', 'Take photos, Listen to music, Social media', 'Take photos/videos, Communication/meetings, Social media', 'Take photos/videos, Watch movies/Listen to music, Online shopping', 'TikTok, Livestream, Search information', 'Track delivery, Customer chat, Email', 'Watch movies, Listen to music, Take photos', 'Watch movies, Play games, Take photos', 'Watch movies, Take photos, Listen to music', 'Watch movies/listen to music', 'Watch movies/listen to music, Communication/meetings, Social media', 'Watch movies/listen to music, Play games', 'Watch movies/listen to music, Play games, Cloud apps', 'Watch movies/listen to music, Play games, Communication/meetings', 'Watch movies/listen to music, Play games, Social media', 'Watch movies/listen to music, Play games, Take photos', 'Watch movies/listen to music, Play games, Take photos/videos', 'Watch movies/listen to music, Social media', 'Watch movies/listen to music, Take photos/videos', 'Watch movies/listen to music, Take photos/videos, Communication/meetings', 'Watch movies/listen to music, Take photos/videos, Social media'}
@ATTRIBUTE Frequent_apps {CapCut, Discord, Facebook, 'Facebook Messenger', 'Facebook, Facebook Messenger, Line', 'Facebook, Facebook Messenger, Spotify', 'Facebook, Facebook Messenger, Spotify, TikTok', 'Facebook, TikTok, Line', 'Facebook, YouTube', 'Facebook, YouTube, Facebook Messenger', 'Facebook, YouTube, Facebook Messenger, Spotify', 'Facebook, YouTube, Facebook Messenger, TikTok', Gmail, 'Google Maps', Instagram, 'Instagram, Facebook Messenger, TikTok', 'Instagram, Facebook, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, Facebook Messenger, TikTok', 'Instagram, Facebook, Facebook Messenger, TikTok, LINE', 'Instagram, Facebook, Facebook Messenger, TikTok, Telegram', 'Instagram, Facebook, TikTok', 'Instagram, Facebook, YouTube', 'Instagram, Facebook, YouTube, Facebook Messenger', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram', 'Instagram, Facebook, YouTube, Spotify, TikTok', 'Instagram, Facebook, YouTube, TikTok', 'Instagram, Spotify, TikTok', 'Instagram, TikTok', 'Instagram, YouTube, Facebook Messenger, Spotify, TikTok', 'Instagram, YouTube, Facebook Messenger, TikTok', 'Instagram, YouTube, Spotify, Telegram', 'Instagram, YouTube, Spotify, TikTok', 'Instagram, YouTube, TikTok', LINE, 'Microsoft Teams', SET, Shopee, Telegram, TikTok, VSCO, WhatsApp, YouTube, 'YouTube, Facebook Messenger, Discord, Wise', 'YouTube, TikTok'}
@ATTRIBUTE Daily_usage_duration {'0-1 hours', '1-3 hours', '3-5 hours', '5-6 hours', '>5 hours'}
@ATTRIBUTE Smartphone_importance {Essential, 'Highly essential', 'Not important', 'Not necessary', 'Somewhat important'}
@ATTRIBUTE Key_factor_online_purchase {Battery, Brand, Camera, Design, Durability, Ecosystem, Features, Performance, Price, 'Product features', 'Product reviews', Reliability, 'Sensor quality', Simplicity, Stability, 'Value for money'}
@ATTRIBUTE Brand_satisfaction NUMERIC
@ATTRIBUTE Purchase_problem {'After-sales service issues', 'Blurry camera', 'Cannot try product before buying', 'Complex payment process', 'Concerns about after-sales service', 'Concerns about payment security', 'Concerns about safety', 'Concerns about warranty', 'Dead pixels on screen', 'Delivery delays', 'Device overheats', 'Difficult return process', 'Difficult to compare prices', 'Insufficient storage', 'Issues with delivery', 'Limited warranty coverage', 'No problems', 'Outdated system', 'Payment issues', 'Payment security concerns', 'Product is too expensive', 'Product quality doesn\'t match ads', 'System crashes frequently', 'Unable to inspect product', 'Uncertainty about after-sales service', 'Uncertainty about warranty', 'Warranty or service concerns'}
@ATTRIBUTE Monthly_income {100001-150000, 15001-20000, 20001-30000, 25001-35000, 30001-40000, 30001-50000, 50001, 50001-100000, 'Less than 15000'}
@ATTRIBUTE Occupation {Artist, 'Business owner', 'Civil servant', 'Content creator', 'Delivery staff', Employee, 'Factory worker', Freelancer, Housewife, Investor, 'Logistics staff', Manager, 'Office worker', 'Online seller', 'Private company employee', Retired, Student}
@ATTRIBUTE Current_brand {Apple, Huawei, Infinix, Oppo, Realme, 'Realme 7 5G', Redmi, Samsung, Vivo, Xiaomi}

@DATA
Female,60+,Single,'Online meetings, Schedule management, Email','Google Maps','5-6 hours','Not necessary',Simplicity,3,'Difficult to compare prices','Less than 15000','Factory worker','Realme 7 5G'
Male,56+,Married,'/, Email, Finance',VSCO,'3-5 hours','Somewhat important',Simplicity,5,'Blurry camera','Less than 15000',Retired,Redmi
Male,60+,Married,'Online meetings, Schedule management, Email','Instagram, Facebook Messenger, TikTok','5-6 hours','Not necessary',Ecosystem,5,'Product is too expensive','Less than 15000',Artist,Huawei
Female,36-45,Working,'Watch movies/listen to music, Take photos/videos, Social media','Instagram, Facebook, YouTube, Facebook Messenger, Telegram','1-3 hours','Not important',Battery,5,'Device overheats',20001-30000,Retired,Huawei
Male,56+,Married,'Take photos, Listen to music, Social media','Facebook, TikTok, Line','1-3 hours','Not necessary',Battery,4,'Dead pixels on screen','Less than 15000',Freelancer,Huawei
Female,26-35,Working,'Take photos, Listen to music, Social media','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','1-3 hours',Essential,Ecosystem,5,'Concerns about warranty','Less than 15000','Factory worker',Oppo
LGBTQ+,36-45,Married,'Watch movies/listen to music, Take photos/videos, Social media','YouTube, TikTok','0-1 hours','Not important',Brand,5,'Device overheats','Less than 15000',Investor,Redmi
Male,46-55,Student,'Watch movies, Take photos, Listen to music',YouTube,'>5 hours','Somewhat important',Stability,3,'Concerns about warranty',15001-20000,Student,Oppo
Male,18-25,Single,'Take photos/videos, Communication/meetings, Social media','Facebook, YouTube, Facebook Messenger, TikTok','0-1 hours','Not important',Camera,1,'Issues with delivery',50001-100000,Employee,Apple
Male,18-25,Working,'Cloud apps, Communication/meetings, Social media',CapCut,'3-5 hours','Highly essential',Brand,4,'System crashes frequently',15001-20000,'Business owner',Realme
LGBTQ+,18-25,Working,'GPS navigation, Check car condition, Listen to podcasts','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','5-6 hours','Highly essential',Price,1,'Device overheats','Less than 15000',Investor,Realme
LGBTQ+,33-40,Single,'Online shopping, Track delivery, Customer chat','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Not necessary',Battery,4,'Dead pixels on screen','Less than 15000','Delivery staff',Redmi
LGBTQ+,56+,Student,'Take photos/videos, Watch movies/Listen to music, Online shopping','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','>5 hours','Not necessary',Simplicity,1,'Concerns about payment security','Less than 15000','Private company employee',Huawei
Male,56+,Student,'Take photos/videos, Watch movies/Listen to music, Online shopping','Instagram, Facebook, YouTube, Spotify, TikTok','5-6 hours','Highly essential','Product reviews',2,'Payment issues',15001-20000,Investor,Vivo
Female,18-25,Single,'Play games, Take photos/videos, Cloud apps',CapCut,'1-3 hours','Somewhat important','Product features',1,'Uncertainty about warranty',50001-100000,'Business owner',Samsung
LGBTQ+,26-35,Single,'Cloud apps, Communication/meetings, Social media','Facebook, Facebook Messenger, Spotify, TikTok','0-1 hours','Not necessary','Product features',3,'Uncertainty about warranty',50001-100000,Housewife,Oppo
Female,26-35,Working,'/, Email, Finance','Instagram, Facebook, Facebook Messenger, TikTok, LINE','5-6 hours','Highly essential',Battery,4,'Difficult return process','Less than 15000',Housewife,Huawei
Male,56+,Married,'/, Email, Finance',VSCO,'3-5 hours','Somewhat important',Simplicity,5,'Blurry camera','Less than 15000',Retired,Redmi
LGBTQ+,26-32,Single,'Communication, Take photos, Social media','Google Maps','1-3 hours',Essential,Simplicity,1,'Blurry camera','Less than 15000','Civil servant','Realme 7 5G'
Female,60+,Student,'Play games, Take photos/videos, Social media','Instagram, Facebook, TikTok','>5 hours','Not important',Battery,2,'Dead pixels on screen',15001-20000,'Civil servant',Xiaomi
Male,26-32,Working,'Chat with family, Read e-books, Listen to radio','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram','>5 hours','Not necessary',Features,3,'Payment issues',15001-20000,'Office worker',Oppo
Male,33-40,Married,'Product photography, Edit reviews, Online marketplace','Facebook, TikTok, Line','>5 hours','Not necessary','Sensor quality',2,'Device overheats',20001-30000,'Online seller',Vivo
LGBTQ+,18-25,Working,'Online shopping, Social media, Finance','Instagram, Facebook, Facebook Messenger, TikTok, LINE','1-3 hours','Not important','Sensor quality',2,'Dead pixels on screen','Less than 15000','Logistics staff',Infinix
Male,60+,Single,'Play games, Take photos, Watch movies','Facebook, Facebook Messenger, Line','5-6 hours',Essential,'Value for money',4,'Concerns about after-sales service','Less than 15000','Delivery staff','Realme 7 5G'
Male,56+,Married,'Track delivery, Customer chat, Email','Instagram, Facebook Messenger, TikTok','0-1 hours','Not important',Durability,2,'Limited warranty coverage','Less than 15000','Civil servant','Realme 7 5G'
Female,46-55,Student,'Watch movies/listen to music, Communication/meetings, Social media','Instagram, Facebook, Facebook Messenger, TikTok, Telegram','3-5 hours','Somewhat important',Camera,5,'Delivery delays','Less than 15000','Online seller',Infinix
LGBTQ+,56+,Married,'Social media, Take photos/videos, Watch movies/Listen to music','Facebook Messenger','3-5 hours','Highly essential',Ecosystem,4,'Concerns about after-sales service','Less than 15000',Housewife,Xiaomi
Female,18-25,Student,'Read news, Check stocks, Finance',Shopee,'>5 hours','Somewhat important',Simplicity,5,'Dead pixels on screen','Less than 15000','Private company employee',Realme
Female,18-25,Single,'Watch movies/listen to music, Play games','Instagram, YouTube, Spotify, TikTok','0-1 hours','Not necessary','Sensor quality',4,'Device overheats',30001-50000,'Business owner',Oppo
Male,56+,Working,'Watch movies/listen to music, Play games, Communication/meetings','Instagram, Facebook, YouTube, Spotify, TikTok','5-6 hours',Essential,Battery,5,'Concerns about safety',50001-100000,Employee,Samsung
Male,26-35,Working,'Communication/meetings, Social media','Instagram, Facebook, YouTube, Facebook Messenger, TikTok','>5 hours','Somewhat important',Performance,3,'Blurry camera',15001-20000,Housewife,Apple
LGBTQ+,46-55,Student,'Watch movies/listen to music, Play games','Facebook, TikTok, Line','0-1 hours','Somewhat important',Performance,2,'Complex payment process',50001-100000,'Office worker',Apple
Male,46-55,Student,'Watch movies/listen to music, Play games, Communication/meetings','Facebook, YouTube, Facebook Messenger, Spotify','1-3 hours','Highly essential','Sensor quality',5,'Warranty or service concerns',20001-30000,'Private company employee',Huawei
LGBTQ+,56+,Working,'Watch movies/listen to music, Communication/meetings, Social media','Facebook, Facebook Messenger, Spotify','3-5 hours','Highly essential','Value for money',5,'Product is too expensive','Less than 15000','Logistics staff',Infinix
Female,46-55,Working,'Communication/meetings, Social media','Instagram, Facebook, YouTube','>5 hours',Essential,Features,5,'Concerns about payment security','Less than 15000',Manager,Realme
Male,60+,Single,'Communication/meetings, Social media','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','5-6 hours','Not important',Ecosystem,5,'Product quality doesn\'t match ads','Less than 15000','Business owner',Realme
Female,26-35,Student,'Online meetings, Schedule management, Email','Instagram, Facebook, YouTube, Spotify, TikTok','>5 hours','Highly essential','Sensor quality',2,'Difficult to compare prices','Less than 15000',Manager,'Realme 7 5G'
Female,33-40,Working,'GPS navigation, Check car condition, Listen to podcasts','Instagram, Facebook, YouTube','3-5 hours',Essential,Price,1,'No problems','Less than 15000','Delivery staff',Huawei
Female,26-35,Working,'Communication, Take photos, Social media',TikTok,'>5 hours',Essential,Design,4,'Product quality doesn\'t match ads','Less than 15000','Private company employee',Huawei
Male,36-45,Working,'Watch movies/listen to music, Take photos/videos','Instagram, Facebook, Facebook Messenger, TikTok, Telegram','0-1 hours',Essential,'Product features',4,'Concerns about warranty','Less than 15000',Artist,Realme
LGBTQ+,26-35,Student,'Communication, Take photos, Social media','Google Maps','1-3 hours','Highly essential',Reliability,4,'Concerns about safety','Less than 15000','Business owner','Realme 7 5G'
Male,26-35,Married,'Play games, Take photos/videos','Instagram, YouTube, Spotify, TikTok','3-5 hours',Essential,Features,1,'Blurry camera',20001-30000,Housewife,Huawei
Female,36-45,Working,'Watch movies/listen to music, Take photos/videos','Instagram, Facebook Messenger, TikTok','1-3 hours','Not important',Design,2,'Device overheats',15001-20000,Manager,Xiaomi
Female,56+,Student,'Watch movies/listen to music, Take photos/videos, Social media','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','0-1 hours','Not important',Simplicity,4,'Uncertainty about warranty',30001-40000,'Office worker',Samsung
Female,60+,Student,'Online shopping, Social media, Finance',TikTok,'0-1 hours',Essential,Reliability,3,'Difficult to compare prices','Less than 15000',Investor,Apple
Male,60+,Working,'Email, , Finance','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','5-6 hours','Not important',Brand,1,'Product is too expensive','Less than 15000',Manager,Samsung
Female,60+,Working,'Social media, Take photos/videos, Watch movies/Listen to music','Instagram, Spotify, TikTok','>5 hours','Not important',Performance,1,'Difficult to compare prices','Less than 15000','Content creator','Realme 7 5G'
Female,26-35,Married,'Track delivery, Customer chat, Email','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','3-5 hours',Essential,Ecosystem,3,'Uncertainty about after-sales service','Less than 15000','Private company employee',Realme
Male,60+,Working,'Watch movies/listen to music, Social media','Instagram, YouTube, Spotify, Telegram','>5 hours','Not important',Performance,2,'Difficult return process',15001-20000,Retired,Apple
Female,33-40,Student,'Watch movies/listen to music, Communication/meetings, Social media',SET,'5-6 hours','Highly essential','Value for money',2,'Unable to inspect product','Less than 15000',Artist,Infinix
Male,26-32,Student,'Play games, Streaming, Social media',Facebook,'0-1 hours','Not necessary',Durability,4,'Dead pixels on screen','Less than 15000','Online seller',Xiaomi
LGBTQ+,60+,Student,'Social media, Take photos/videos, Watch movies/Listen to music',CapCut,'3-5 hours',Essential,Brand,5,'Uncertainty about after-sales service',30001-50000,'Logistics staff',Samsung
Female,18-25,Working,'Watch movies/listen to music, Play games, Cloud apps','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','5-6 hours','Not necessary',Brand,1,'Product is too expensive','Less than 15000','Private company employee',Vivo
LGBTQ+,18-25,Working,'Play games, Take photos/videos, Social media',VSCO,'5-6 hours','Highly essential','Sensor quality',3,'Dead pixels on screen','Less than 15000','Online seller',Oppo
LGBTQ+,60+,Working,'Watch movies/listen to music, Take photos/videos',Shopee,'0-1 hours','Somewhat important',Reliability,4,'Dead pixels on screen','Less than 15000',Employee,Realme
Male,26-32,Working,'Communication/meetings, Social media',Gmail,'1-3 hours','Somewhat important',Durability,5,'Concerns about warranty','Less than 15000',Freelancer,Samsung
Female,56+,Working,'GPS navigation, Check car condition, Listen to podcasts','Facebook Messenger','>5 hours','Highly essential','Value for money',4,'Insufficient storage','Less than 15000','Business owner',Xiaomi
Female,26-32,Married,'Read news, Check stocks, Finance',Telegram,'0-1 hours','Somewhat important',Reliability,5,'Cannot try product before buying','Less than 15000','Factory worker',Vivo
Male,18-25,Single,'Watch movies/listen to music, Play games, Social media','Instagram, Facebook, YouTube, Facebook Messenger, TikTok','>5 hours','Highly essential','Product features',5,'Issues with delivery','Less than 15000',Student,Realme
Male,46-55,Student,'Watch movies/listen to music, Social media','Instagram, YouTube, TikTok','>5 hours','Highly essential',Features,2,'Concerns about safety','Less than 15000',Freelancer,Infinix
Female,60+,Single,'Watch movies/listen to music, Play games, Social media',TikTok,'1-3 hours','Highly essential','Sensor quality',5,'Product is too expensive','Less than 15000',Retired,Samsung
Male,56+,Working,'Watch movies/listen to music, Play games','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','>5 hours','Not necessary','Sensor quality',4,'Blurry camera',20001-30000,'Civil servant',Apple
Female,60+,Single,'Online meetings, Schedule management, Email','Google Maps','5-6 hours','Not necessary',Simplicity,3,'Difficult to compare prices','Less than 15000','Factory worker','Realme 7 5G'
Male,26-32,Working,'Communication, Take photos, Social media','Instagram, Facebook, TikTok','5-6 hours','Not important','Product features',5,'Outdated system','Less than 15000','Logistics staff',Redmi
LGBTQ+,33-40,Single,'Play esports, Stream games, Community chat','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok','3-5 hours','Somewhat important',Ecosystem,1,'Limited warranty coverage','Less than 15000',Artist,Infinix
Female,46-55,Student,'Watch movies/listen to music, Communication/meetings, Social media','Instagram, Facebook, Facebook Messenger, TikTok, Telegram','3-5 hours','Somewhat important',Camera,5,'Delivery delays','Less than 15000','Online seller',Infinix
Male,26-35,Single,'Watch movies/listen to music, Take photos/videos, Communication/meetings',YouTube,'1-3 hours','Somewhat important',Performance,1,'Cannot try product before buying',15001-20000,'Online seller',Xiaomi
Female,26-32,Working,'Social media, Take photos/videos, Watch movies/Listen to music','Instagram, Facebook, YouTube, Facebook Messenger','5-6 hours','Not important',Brand,3,'Uncertainty about warranty','Less than 15000',Artist,Oppo
Male,18-25,Single,'Watch movies, Play games, Take photos','Google Maps','5-6 hours','Not necessary',Features,3,'Complex payment process',20001-30000,Freelancer,Huawei
Male,56+,Student,'Watch movies/listen to music, Play games, Cloud apps','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','0-1 hours','Not necessary','Product features',4,'Concerns about payment security','Less than 15000',Freelancer,Redmi
Female,18-25,Working,'/, Email, Finance','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','1-3 hours','Highly essential','Product reviews',3,'Payment security concerns','Less than 15000',Manager,Realme
Female,36-45,Married,'Online shopping, Track delivery, Customer chat','Facebook, YouTube, Facebook Messenger, Spotify','3-5 hours','Not necessary',Stability,4,'Uncertainty about warranty',20001-30000,Student,Huawei
LGBTQ+,18-25,Married,'Take photos, Listen to music, Social media','Instagram, Facebook, Facebook Messenger, TikTok','3-5 hours','Not necessary',Durability,2,'Difficult return process',15001-20000,'Office worker',Oppo
LGBTQ+,18-25,Married,'Watch movies/listen to music, Social media','Facebook, YouTube, Facebook Messenger, Spotify','3-5 hours','Highly essential',Ecosystem,1,'Cannot try product before buying',20001-30000,Artist,Vivo
LGBTQ+,33-40,Single,'Online shopping, Track delivery, Customer chat','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Not necessary',Battery,4,'Dead pixels on screen','Less than 15000','Delivery staff',Redmi
LGBTQ+,46-55,Student,'Play games, Take photos/videos','Facebook, TikTok, Line','5-6 hours','Not necessary',Battery,5,'Difficult return process','Less than 15000','Private company employee','Realme 7 5G'
Male,26-35,Married,'Play games, Take photos/videos',Facebook,'5-6 hours',Essential,Performance,3,'Uncertainty about warranty','Less than 15000','Content creator',Infinix
Male,56+,Married,'Watch movies/listen to music, Social media','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram','3-5 hours','Not necessary','Product reviews',1,'Concerns about safety',50001-100000,Student,Samsung
LGBTQ+,46-55,Single,'Play games','Facebook, Facebook Messenger, Line','3-5 hours','Not important',Reliability,1,'Delivery delays','Less than 15000',Freelancer,Samsung
Female,26-32,Single,'Watch movies/listen to music, Take photos/videos, Communication/meetings','Instagram, Spotify, TikTok','3-5 hours',Essential,Camera,2,'Outdated system','Less than 15000',Freelancer,Realme
Male,46-55,Working,'Play games, Take photos/videos, Social media','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok','3-5 hours','Highly essential',Camera,4,'Blurry camera',15001-20000,Retired,Xiaomi
Female,60+,Working,'TikTok, Livestream, Search information','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok','0-1 hours','Not important',Battery,3,'Blurry camera','Less than 15000',Investor,'Realme 7 5G'
Female,26-32,Working,'Watch movies, Play games, Take photos','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Somewhat important',Stability,5,'Device overheats',15001-20000,Manager,Apple
Male,56+,Single,'Cloud apps, Communication/meetings, Social media',VSCO,'>5 hours','Not important','Product reviews',3,'Limited warranty coverage','Less than 15000',Student,Xiaomi
Female,60+,Single,'Online meetings, Schedule management, Email','Google Maps','5-6 hours','Not necessary',Simplicity,3,'Difficult to compare prices','Less than 15000','Factory worker','Realme 7 5G'
LGBTQ+,36-45,Student,'Watch movies/listen to music, Play games','Instagram, YouTube, Facebook Messenger, TikTok','5-6 hours','Not necessary',Features,5,'Limited warranty coverage','Less than 15000','Content creator',Samsung
Female,26-32,Working,'Take photos/videos, Communication/meetings, Social media',Gmail,'5-6 hours','Not necessary','Sensor quality',2,'Warranty or service concerns','Less than 15000','Online seller',Xiaomi
Female,18-25,Married,'Cloud apps, Communication/meetings, Social media','Facebook, YouTube, Facebook Messenger, TikTok','5-6 hours','Not important',Battery,4,'Delivery delays','Less than 15000','Logistics staff',Xiaomi
Male,56+,Married,'Watch movies/listen to music, Take photos/videos, Communication/meetings','YouTube, Facebook Messenger, Discord, Wise','3-5 hours','Highly essential','Product reviews',2,'Uncertainty about after-sales service','Less than 15000',Retired,Apple
Male,18-25,Working,'Play esports, Stream games, Community chat','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','5-6 hours',Essential,Ecosystem,3,'Concerns about after-sales service',30001-50000,'Civil servant',Oppo
Male,26-32,Working,'Communication, Take photos, Social media','Instagram, Facebook, TikTok','5-6 hours','Not important','Product features',5,'Outdated system','Less than 15000','Logistics staff',Redmi
LGBTQ+,46-55,Single,'Watch movies/listen to music',SET,'5-6 hours','Somewhat important',Features,2,'Uncertainty about after-sales service',100001-150000,'Logistics staff',Oppo
Male,33-40,Working,'Watch movies/listen to music, Play games, Communication/meetings','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','3-5 hours',Essential,Battery,5,'Product quality doesn\'t match ads',20001-30000,Freelancer,Vivo
LGBTQ+,36-45,Single,'Play games','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','1-3 hours',Essential,'Sensor quality',2,'Concerns about warranty','Less than 15000',Retired,Xiaomi
Female,60+,Working,'TikTok, Livestream, Search information','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok','0-1 hours','Not important',Battery,3,'Blurry camera','Less than 15000',Investor,'Realme 7 5G'
Female,26-32,Married,'Watch movies, Listen to music, Take photos','Instagram, YouTube, Spotify, Telegram','1-3 hours','Not necessary',Reliability,5,'Issues with delivery','Less than 15000','Private company employee',Realme
Female,36-45,Single,'Online shopping, Track delivery, Customer chat','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','>5 hours',Essential,'Product features',3,'Uncertainty about warranty','Less than 15000','Business owner',Samsung
Female,18-25,Working,'TikTok, Livestream, Search information','Facebook, Facebook Messenger, Line','>5 hours','Highly essential',Reliability,3,'Complex payment process','Less than 15000',Employee,Samsung
Male,46-55,Working,'Play games, Take photos, Watch movies','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','>5 hours','Highly essential',Price,3,'Insufficient storage','Less than 15000','Private company employee',Redmi
Male,56+,Student,'Watch movies/listen to music, Play games, Cloud apps','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','0-1 hours','Not necessary','Product features',4,'Concerns about payment security','Less than 15000',Freelancer,Redmi
Female,26-32,Married,'Take photos/videos, Communication/meetings, Social media',SET,'1-3 hours','Not necessary',Camera,2,'Insufficient storage',20001-30000,Manager,Huawei
LGBTQ+,60+,Student,'Online shopping, Social media, Finance',LINE,'5-6 hours','Not necessary',Reliability,1,'Complex payment process','Less than 15000','Business owner',Xiaomi
LGBTQ+,60+,Married,'Play games, Take photos/videos, Cloud apps',Telegram,'>5 hours','Highly essential',Ecosystem,5,'System crashes frequently','Less than 15000',Employee,Realme
LGBTQ+,26-35,Single,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, YouTube, Facebook Messenger, TikTok','5-6 hours','Not important',Camera,5,'After-sales service issues','Less than 15000',Employee,'Realme 7 5G'
Female,36-45,Student,'/, Email, Finance',Instagram,'5-6 hours','Highly essential',Ecosystem,1,'Cannot try product before buying','Less than 15000',Artist,Redmi
Male,33-40,Married,'Cloud apps, Communication/meetings, Social media',Discord,'0-1 hours',Essential,Camera,4,'Limited warranty coverage','Less than 15000','Private company employee',Apple
LGBTQ+,18-25,Student,'Watch movies/listen to music, Take photos/videos',Shopee,'3-5 hours','Somewhat important',Price,1,'Product is too expensive','Less than 15000','Private company employee',Redmi
Male,18-25,Single,'Watch movies/listen to music, Play games, Social media',Facebook,'>5 hours','Highly essential',Price,5,'Issues with delivery','Less than 15000',Student,Redmi
Male,56+,Student,'Play games, Take photos/videos, Cloud apps','Facebook, Facebook Messenger, Spotify','5-6 hours','Highly essential','Sensor quality',3,'Blurry camera',15001-20000,Freelancer,Oppo
Female,60+,Single,'Watch movies/listen to music, Play games',Instagram,'0-1 hours',Essential,Camera,4,'Uncertainty about warranty',30001-50000,Housewife,Samsung
Female,33-40,Working,'Read news, Check stocks, Finance','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','3-5 hours','Not important',Battery,2,'Device overheats','Less than 15000',Retired,Redmi
Female,26-35,Student,'Online meetings, Schedule management, Email','Instagram, Facebook, YouTube, Spotify, TikTok','>5 hours','Highly essential','Sensor quality',2,'Difficult to compare prices','Less than 15000',Manager,'Realme 7 5G'
Female,56+,Married,'Watch movies/listen to music, Play games, Communication/meetings','Instagram, YouTube, Spotify, Telegram','5-6 hours','Highly essential','Product features',5,'Warranty or service concerns','Less than 15000',Retired,Realme
Male,36-45,Married,'Take photos/videos, Watch movies/Listen to music, Online shopping','Instagram, Facebook, Facebook Messenger, TikTok, LINE','3-5 hours','Not important',Reliability,5,'Payment issues','Less than 15000','Content creator','Realme 7 5G'
Male,26-32,Student,'Cloud apps, Communication/meetings, Social media','Instagram, Facebook, YouTube, TikTok','0-1 hours',Essential,'Sensor quality',5,'Dead pixels on screen','Less than 15000',Employee,Samsung
